query-id match-id score boundaries resolved cond-evalue indp-evalue
Q99188 RGS 38.6 39-183 39-183 6e-14 1.2e-09
P53893 GTP_EFTU 197.7 17-179,218-243,297-367 17-179,218-243,297-367 3.1e-62 1.5e-58
P53893 GTP_EFTU_D2 39 582-659 582-659 1.7e-13 8.1e-10
P53893 EFG_III 32 676-748 676-748 2.1e-11 1e-07
P53893 EFG_C 48.5 970-1056 970-1056 1.4e-16 6.9e-13
P38927 HORMA 44.7 5-171 5-171 6.5e-16 1.3e-11
Q12270 Rhomboid 88.7 47-198 47-198 2e-29 3.9e-25
P05738 Ribosomal_L6 61.3 12-85 12-85 6.1e-21 1.2e-16
P05738 Ribosomal_L6 53.3 97-178 97-178 1.9e-18 3.6e-14
Q3E7X9 Ribosomal_S28e 109.3 5-66 5-66 3.7e-36 7.1e-32
P48589 Ribosomal_L7Ae 79.6 26-123 26-123 5.9e-27 1.1e-22
P48164 Ribosomal_S7e 261.6 5-185 5-185 1.8e-82 3.5e-78
Q08281 WD40 14.1 248-287 248-287 7.6e-06 0.073
Q08281 WD40 20.5 359-396 359-396 6.9e-08 0.00067
Q08281 Zn_ribbon_17 39.6 1287-1340 1287-1340 3.2e-14 3.1e-10
Q12751 RTP1_C1 111 732-841 732-841 3.5e-36 3.3e-32
Q12751 RTP1_C2 31.2 947-980 947-980 1.4e-11 1.3e-07
P38850 BRCT 46.7 117-213 117-213 6.7e-16 3.2e-12
P38850 BRCT 24.5 261-352 261-352 5.6e-09 2.7e-05
P38850 PTCB-BRCT 46.4 380-437 380-437 6.5e-16 3.1e-12
P38850 RTT107_BRCT_5 85.7 820-932 820-932 3.4e-28 1.6e-24
P38850 RTT107_BRCT_6 130.7 948-1061 948-1061 5.8e-42 2.8e-38
P36068 She2p 301.4 17-223 17-223 1.5e-94 3e-90
Q08230 Sdh5 94.3 67-145 67-145 1.9e-31 3.6e-27
Q06236 CybS 166.4 26-159 26-159 1.4e-53 2.6e-49
P33335 MFS_1 104.2 14-201,289-455 14-201,289-455 7.4e-34 7.1e-30
P23179 TP6A_N 49.6 106-168 106-168 1.7e-17 3.2e-13
P33328 Synaptobrevin 107.8 24-112 24-112 9.5e-36 1.8e-31
Q03148 SOR_SNZ 355.3 5-212 5-212 1.2e-110 1.1e-106
Q04438 SPG4 145.7 3-114 3-114 5.6e-47 1.1e-42
P06700 DUF592 218 104-261 104-261 5.2e-69 5e-65
P06700 SIR2 233.8 262-401,437-478 262-401,437-478 1.4e-73 1.3e-69
P36131 DASH_Spc34 285.8 5-113,156-293 5-113,156-293 2.1e-89 4e-85
P38931 Med13_N 199.3 7-280 7-280 1.2e-62 1.1e-58
P38931 Med13_C 56.7 1123-1278 1123-1278 2.6e-19 2.5e-15
P38637 Cut8 239.9 34-275 34-275 1.6e-75 3.1e-71
D6VTK4 STE2 305.1 17-297 17-297 2.3e-95 4.5e-91
P09007 GATA 46.1 168-203 168-203 1.5e-16 2.9e-12
P07806 tRNA-synt_1 805.1 156-719,757-780 156-719,757-780 7.1e-246 3.4e-242
P07806 Anticodon_1 108.6 825-976 825-976 6.1e-35 2.9e-31
P53230 Tam41_Mmp37 279.6 113-342 113-338 2e-87 3.9e-83
P53230 Tam41_Mmp37 27.3 334-380 339-380 1.2e-10 2.3e-06
P40187 CBM_21 98.7 386-508 386-508 2.4e-32 2.3e-28
Q12305 Rhodanese 60.7 26-132 26-132 9.3e-21 1.8e-16
Q06835 PHF5 166.3 1-105 1-105 9.6e-54 1.8e-49
Q06665 BHD_1 42.1 431-485 431-485 7.1e-15 6.8e-11
Q06665 BHD_3 59.7 564-649 564-649 3.1e-20 3e-16
P06780 Ras 186.3 12-185 12-185 4.8e-59 3e-55
P38145 Lum_binding 71.4 3-93 3-93 2.5e-24 4.8e-20
P38145 Lum_binding 67.9 106-195 106-195 3.1e-23 5.9e-19
P38883 RIX1 168.3 7-201 7-201 9.1e-54 1.7e-49
P05748 Ribosomal_L15e 286 2-190 2-190 6.1e-90 1.2e-85
Q06488 Bromodomain 45.1 22-108 22-108 8.8e-16 8.4e-12
Q06488 Bromodomain 44.6 282-370 282-370 1.3e-15 1.2e-11
Q06488 BAH 86.4 408-526 408-526 1.4e-28 1.3e-24
P32916 SRX 226 1-155 1-155 2.5e-71 1.6e-67
P32916 SRP54_N 26.1 292-370 292-370 1.2e-09 7.5e-06
P32916 SRP54 59.8 397-470 397-469 4.6e-20 2.9e-16
P32916 SRP54 99.4 468-621 470-621 3.3e-32 2.1e-28
Q04693 MMS1_N 244.1 146-683 146-683 2.8e-76 2.7e-72
Q04693 CPSF_A 152 979-1155,1186-1252,1298-1328 979-1155,1186-1252,1298-1328 2.6e-48 2.5e-44
P05755 S4 45.8 107-153 107-153 2e-16 3.8e-12
P36056 Rsm22 39.5 125-337 125-337 1.9e-14 3.7e-10
P36056 Rsm22 42.7 431-546 431-546 2.1e-15 4.1e-11
P32607 HLH 64.7 12-39,72-97 12-39,72-97 3.2e-22 6.1e-18
Q03940 TIP49 562.4 23-378 23-378 9e-173 4.3e-169
Q03940 TIP49_C 86.2 383-448 383-448 2.7e-28 1.3e-24
P20840 Candida_ALS_N 245.9 50-300 50-300 2e-77 3.8e-73
P33759 Ribosomal_S5 84.5 144-209 144-209 4e-28 3.9e-24
P33759 Ribosomal_S5_C 79 222-293 222-293 1.5e-26 1.5e-22
Q12443 Reticulon 82.5 31-188 31-188 1.7e-27 3.2e-23
Q12242 UBA 34.6 2-38 2-38 7e-13 1.3e-08
P32909 GYF 52 208-251 208-251 2.3e-18 4.4e-14
P32572 ArfGap 82.9 13-126 13-126 9.7e-28 1.9e-23
Q03656 Pkinase 66.5 158-314 158-314 2.6e-22 2.5e-18
Q03656 Pkinase 70.3 530-639,676-706 530-639,676-706 1.8e-23 1.7e-19
Q3E784 DUF2205 34.8 12-85 12-85 7.2e-13 1.4e-08
P47821 Cyclin_N 58.7 45-176 45-176 2.6e-20 5e-16
P53616 SUN 326.7 165-407 165-407 4.7e-102 9.1e-98
P32579 Sua5_yciO_yrdC 161.1 58-250 58-250 2.1e-51 2e-47
P32579 SUA5 106.7 252-420 252-420 1.5e-34 1.4e-30
P15180 tRNA_anti-codon 44 124-209 124-209 2.7e-15 1.8e-11
P15180 tRNA-synt_2 253.6 225-577 225-577 3.7e-79 2.4e-75
Q08579 Transp_cyt_pur 241.1 34-482 34-482 1.1e-75 2.1e-71
P15454 Guanylate_kin 246 1-186 1-186 4.2e-77 2e-73
Q12494 IPK 172.8 759-958 759-958 4.3e-55 8.3e-51
P39962 Pkinase 60.8 14-320 14-320 1.4e-20 1.4e-16
Q03718 Nse5 564.5 1-517 1-517 1.2e-173 2.3e-169
P34217 RRM_1 27.5 87-157 87-157 1.1e-10 2.2e-06
P03962 OMPdecase 253.3 30-251 30-251 1.1e-79 2.1e-75
P00128 UCR_14kD 133.2 19-118 19-118 1.5e-43 2.8e-39
P25611 Zn_clus 37.1 13-51 13-51 1.4e-13 2.6e-09
P36054 Calcipressin 191.8 15-202 15-202 5e-61 9.5e-57
P0CX56 Ribosomal_S13 191.7 16-144 16-144 3.1e-61 5.9e-57
P23248 Ribosomal_S3Ae 262.2 15-221 15-221 1.2e-82 2.3e-78
P36047 LRR_6 12.8 111-126 111-126 2.7e-05 0.1
P36047 LRR_8 39.2 157-215 157-215 1.2e-13 4.6e-10
P36047 LRR_1 10.3 226-247 226-245 0.00025 0.97
P36047 LRR_6 13.7 245-261 246-261 1.4e-05 0.052
P40510 2-Hacid_dh 133.3 61-163,350-381 61-163,350-381 9.3e-43 4.5e-39
P40510 2-Hacid_dh_C 179 164-349 164-349 1.2e-56 5.8e-53
P22213 Sec1 408.4 54-652 54-652 4.5e-126 8.7e-122
P36126 PLDc 36.2 791-818 791-818 4.7e-13 4.5e-09
P36126 PLDc 26.7 1091-1118 1091-1118 4.7e-10 4.5e-06
P39928 HisKA 42.4 566-629 566-629 9.1e-15 5.8e-11
P39928 HATPase_c 72 831-928 831-928 8.9e-24 5.7e-20
P39928 Response_reg 99.7 1090-1207 1090-1207 1.8e-32 1.1e-28
P38163 Lgl_C 514.3 514-916 514-916 2.8e-158 1.8e-154
Q05515 Svf1 220.2 56-199,247-268 56-199,247-268 1.6e-69 1.5e-65
Q05515 Svf1_C 213.5 270-362,400-468 270-362,400-468 1.7e-67 1.6e-63
P43554 CRC_subunit 118.4 83-219 83-219 1.7e-38 3.2e-34
Q12297 Bromo_TP 35.3 5-83 5-83 4.6e-13 8.9e-09
P40040 SAP 45.1 4-38 4-38 6.2e-16 5.9e-12
P40040 Tho1_MOS11_C 48.4 127-164 127-164 7.1e-17 6.8e-13
P40961 Band_7 88.6 30-220 30-220 2.7e-29 5.2e-25
Q12445 NPCC 122.6 40-188 40-188 5.8e-40 1.1e-35
Q12236 Pkinase 214.8 179-443 179-443 2.3e-67 1.5e-63
Q03338 PRP3 168.4 67-318 67-318 2.1e-53 2e-49
Q03338 DUF1115 107.8 340-467 340-467 5.6e-35 5.4e-31
P39927 CSTF2_hinge 84.1 174-255 174-255 7.5e-28 7.2e-24
P39927 CSTF_C 26.1 381-420 381-420 5.5e-10 5.3e-06
P36002 Pkinase 112.8 197-503 197-503 1.9e-36 1.8e-32
Q02256 DSPc 87.3 19-170 19-170 4.1e-29 7.9e-25
Q12069 PseudoU_synth_2 113.2 196-346 196-346 7e-37 1.3e-32
P39994 TPP_enzyme_N 142.2 3-170 3-170 2.1e-45 1.3e-41
P39994 TPP_enzyme_M 105 195-327 195-327 4.1e-34 2.6e-30
P39994 TPP_enzyme_C 65.9 392-540 392-540 5.6e-22 3.6e-18
Q05131 SBF_like 405.8 23-385 23-385 1.4e-125 1.3e-121
P53331 RNase_T 49.3 226-373 226-373 4.4e-17 8.4e-13
P14736 Rad4 142 284-426 284-426 2.4e-45 1.2e-41
P14736 BHD_1 54.3 431-487 431-487 2.1e-18 1e-14
P14736 BHD_3 80.3 551-625 551-625 2.3e-26 1.1e-22
P05756 Ribosomal_S13_N 98.8 1-60 1-60 1.5e-32 1.4e-28
P05756 Ribosomal_S15 49.8 70-149 70-149 3.5e-17 3.3e-13
P33442 Ribosomal_S3Ae 262 15-221 15-221 1.4e-82 2.6e-78
P05750 KH_2 43.5 20-96 20-96 2.3e-15 2.2e-11
P05750 Ribosomal_S3_C 80.3 105-188 105-188 1.2e-26 1.1e-22
P46674 SAC3_GANP 332.5 203-502 203-502 2.3e-103 2.2e-99
P46674 SAC3 80 727-800 727-800 1.2e-26 1.1e-22
O14464 Ribosomal_L36 73.1 56-93 56-93 7.6e-25 1.5e-20
Q00916 U1snRNP70_N 81.3 6-97 6-97 6.5e-27 6.2e-23
Q00916 RRM_1 56.2 109-176 109-176 2.5e-19 2.4e-15
P33332 Sec3-PIP2_bind 88.5 132-219 132-219 2.5e-29 2.4e-25
P33332 Sec3_C 436.6 640-1316 640-1316 2e-134 1.9e-130
P38164 zinc_ribbon_16 90.6 906-1038 906-1038 4.7e-30 8.9e-26
Q08446 CS 54.4 185-267 185-267 2e-18 1.9e-14
Q08446 SGS 105.3 319-395 319-395 1.5e-34 1.5e-30
P03877 COX1 37.9 13-85 13-85 1e-13 9.9e-10
P03877 LAGLIDADG_1 49.4 113-209 113-209 7.9e-17 7.6e-13
P03877 LAGLIDADG_1 54.9 245-369 245-369 1.6e-18 1.5e-14
Q08199 SIL1 316.3 122-421 122-421 9.5e-99 1.8e-94
Q04921 Septin 225.4 28-348 28-348 4.6e-71 8.8e-67
P34164 AMPK1_CBM 101.5 164-251 164-251 2.3e-33 2.2e-29
P34164 AMPKBI 95.3 336-411 336-411 2.1e-31 2e-27
P13574 STE 196.9 58-167 58-167 4.2e-63 8.1e-59
P06783 STE3 287.6 9-289 9-289 5.4e-90 1e-85
Q02457 TRF 278.1 29-306 29-306 6.9e-87 6.6e-83
Q02457 Myb_DNA-binding 34.4 409-464 409-464 2e-12 2e-08
P25644 PAT1 26.7 1-63 1-63 9.1e-11 1.8e-06
P25644 PAT1 225.8 243-754 243-754 6.1e-71 1.2e-66
P25625 Per1 303.2 65-348 65-348 9.6e-95 1.8e-90
P07256 Peptidase_M16 112.2 37-182 37-182 2.3e-36 2.2e-32
P07256 Peptidase_M16_C 86.4 187-370 187-370 2.7e-28 2.6e-24
P36144 Ribosomal_L1 147.7 17-250 17-250 2e-47 3.8e-43
P36517 MRP-L47 97.4 68-159 68-159 2.1e-32 4.1e-28
P0CX27 Ribosomal_L44 115.2 19-94 19-94 7.6e-38 1.5e-33
Q04307 RNA_POL_M_15KD 62.4 2-38 2-38 2.9e-21 2.8e-17
Q04307 TFIIS_C 78.2 67-108 67-108 3.3e-26 3.2e-22
P16370 RNA_pol_L 70.6 19-48,212-255 19-48,212-255 7.6e-24 7.3e-20
P16370 RNA_pol_A_bac 109.4 49-171 49-171 1.3e-35 1.3e-31
Q05022 S1 39 603-676 603-676 1.8e-13 8.4e-10
Q05022 S1 39.9 1173-1245 1173-1245 9.2e-14 4.4e-10
Q05022 S1 48.3 1261-1336 1261-1336 2.2e-16 1e-12
Q08285 Rrp40_N 39.2 12-63 12-63 5.6e-14 5.4e-10
Q08285 KH_6 52.5 153-202 153-202 5.5e-18 5.2e-14
P40204 LSM 63.7 5-73 5-73 5.3e-22 1e-17
Q02950 Mit_ribos_Mrp51 215.1 1-296 1-296 1.2e-67 2.4e-63
P50110 Tom37 111.8 22-162 22-162 2.8e-36 2.7e-32
P50110 Tom37_C 183.1 179-326 179-326 3.1e-58 2.9e-54
Q04003 SAS4 102.5 124-222 124-222 5.9e-34 1.1e-29
P08458 Pkinase 217.5 18-272 18-272 3.5e-68 2.2e-64
P40472 SUN 325.8 221-463 221-463 8.6e-102 1.7e-97
Q12078 Nramp 324.5 31-408 31-408 4.2e-101 8e-97
P40317 Tcp11 472.3 390-893 390-893 1e-145 1.9e-141
P06843 SPT2 101.9 216-330 216-330 1.5e-33 2.9e-29
P23615 SPT6_acidic 76.2 38-128 38-128 6.3e-25 2e-21
P23615 HTH_44 125 336-446 336-446 6.7e-40 2.1e-36
P23615 YqgF 235.5 744-895 744-895 6.3e-74 2e-70
P23615 HHH_7 167.1 897-1000 897-1000 3.7e-53 1.2e-49
P23615 SH2_2 235 1224-1437 1224-1437 1.9e-73 6e-70
P53250 Cofilin_ADF 47.8 13-127 13-127 6.3e-17 1.2e-12
P53250 Cofilin_ADF 48.4 183-298 183-298 4e-17 7.7e-13
P38114 Zn_clus 33.2 105-148 105-148 4.7e-12 4.5e-08
P38114 Fungal_trans 119.1 360-650 360-650 1.9e-38 1.8e-34
P38851 PH 46.9 309-421 309-421 3.5e-16 3.4e-12
P38851 VASt 32.8 776-946 776-946 9.6e-12 9.2e-08
P26188 Methyltransf_1N 74.6 4-95 4-95 9.5e-25 9.1e-21
P26188 DNA_binding_1 100.4 100-180 100-180 4.8e-33 4.6e-29
P47085 Memo 370.8 5-208,241-334 5-208,241-334 1.8e-115 3.4e-111
P33749 zf-C2H2 28.4 573-596 573-596 2.3e-10 1.5e-06
P33749 zf-C2H2 19.1 602-624 602-624 2.1e-07 0.0013
Q02642 NAC 61.2 41-97 41-97 4e-21 7.7e-17
Q02795 Ribophorin_II 51.1 39-285 39-285 4.3e-18 8.2e-14
Q12451 Ank 21.1 106-138 106-138 1.2e-07 0.00033
Q12451 PH 46.2 290-386 290-386 2e-15 5.5e-12
Q12451 Oxysterol_BP 462.1 897-1272 897-1272 4.3e-142 1.2e-138
Q04673 Ssl1 303.2 129-325 129-325 1.2e-94 7.6e-91
Q04673 C1_4 86.9 402-456 402-456 1.3e-28 8.1e-25
Q04175 IBN_N 67.1 25-97 25-97 1.1e-22 1e-18
Q04175 Cse1 24.1 187-429 187-429 1.6e-09 1.5e-05
P32911 SUI1 96.5 22-99 22-99 5.3e-32 1e-27
Q02794 STD1 248.6 132-344 132-344 2.3e-78 4.4e-74
P46678 Myb_DNA-bind_7 88.7 410-496 410-496 1.8e-29 1.8e-25
P48837 Nucleoporin_FG 9.4 1-84 1-84 0.00022 2.1
P48837 Nucleoporin_FG 37.5 113-193 113-189 3.6e-13 3.4e-09
P48837 Nucleoporin_FG 15.9 185-284 190-284 2e-06 0.019
P48837 Nup54 124.2 326-463 326-463 4.3e-40 4.2e-36
Q08952 TLD 96.8 100-273 100-273 6.6e-32 1.3e-27
P41909 ABC_membrane_2 306.4 194-467 194-467 1.8e-95 1.7e-91
P41909 ABC_tran 51.7 630-777 630-777 1.4e-17 1.3e-13
P25301 Rad51 130.4 57-309 57-309 1.1e-41 7.2e-38
Q03956 Rogdi_lz 223.3 26-342 26-342 2.5e-70 4.8e-66
P35997 Ribosomal_S27e 102.8 28-82 28-82 3.1e-34 6e-30
P14127 Ribosomal_S17e 189.8 1-134 1-134 7.3e-61 1.4e-56
P13856 Ras 169.3 5-167 5-167 8.3e-54 5.3e-50
P32902 Ribosomal_S2 230.6 188-383 188-383 6.5e-73 1.3e-68
Q04947 Reticulon 112.7 20-178 20-178 8.7e-37 1.7e-32
Q08963 LRR_9 50.2 47-181 47-181 1.1e-17 2.2e-13
P47166 TMF_DNA_bd 67.3 158-231 158-231 9.4e-23 9e-19
P47166 TMF_TATA_bd 114.2 585-699 585-699 3.6e-37 3.5e-33
P33754 Sec66 236.4 27-203 27-203 8.4e-75 1.6e-70
P23201 GIT_SHD 43.7 44-72 44-72 1.7e-15 1.6e-11
P23201 GIT_SHD 43.6 94-122 94-122 1.8e-15 1.7e-11
P23201 GIT1_C 68.3 1322-1450 1322-1450 7e-23 6.7e-19
P06782 Pkinase 256.1 55-306 55-306 1.1e-79 3.6e-76
P06782 UBA_2 72 344-389 344-389 1e-23 3.2e-20
P06782 AdenylateSensor 186 504-626 504-626 8.1e-59 2.6e-55
P17123 Spo12 57.6 117-153 117-153 4.7e-20 9.1e-16
P43545 SOR_SNZ 355 3-211 3-211 1.5e-110 1.4e-106
P32900 SKG6 60.7 63-100 63-100 3.6e-21 6.9e-17
Q12306 Rad60-SLD 67.9 22-92 22-92 5.4e-23 5.1e-19
P34252 Drc1-Sld2 61.7 6-78 6-73 5.3e-21 1e-16
P34252 Drc1-Sld2 100.7 69-453 74-453 7.7e-33 1.5e-28
Q06688 SRR1 57.5 57-113 57-113 5.6e-20 1.1e-15
P38326 BCNT 73.4 221-290 221-290 6.4e-25 1.2e-20
P32263 F420_oxidored 38.6 4-117 4-117 1.4e-13 1.4e-09
P32263 P5CR_dimer 114.8 177-281 177-281 2.3e-37 2.2e-33
P42836 DHHC 111.5 99-225 99-225 1.7e-36 3.2e-32
P28708 Pkinase 152.2 192-508 192-508 1.9e-48 1.8e-44
P0CX46 Ribosomal_L2 49.3 11-90 11-90 3.9e-17 3.7e-13
P0CX46 Ribosomal_L2_C 148.6 97-233 97-233 1e-47 9.8e-44
P0C2H8 Ribosomal_L31e 137.9 6-87 6-87 5.2e-45 1e-40
P38805 Brix 87.5 101-269 101-269 6.6e-29 1.3e-24
P36121 RPC5 62.9 65-282 65-282 1.7e-21 3.3e-17
Q12250 PCI 84 294-404 294-404 1e-27 9.7e-24
Q12250 RPN5_C 56.7 409-441 409-441 2e-19 2e-15
P32786 Rrn6 476.8 175-893 175-893 9.3e-147 1.8e-142
P46948 RNase_PH 87.5 21-153 21-153 1.2e-28 1.1e-24
P46948 RNase_PH_C 24.9 156-220 156-220 1.7e-09 1.6e-05
Q08219 EI24 38 92-319 92-319 1.1e-13 2.1e-09
P38961 Methyltransf_8 221.8 112-357 112-357 1.1e-69 1e-65
P39938 Ribosomal_S26e 172.9 1-108 1-108 1.1e-55 2.2e-51
P06367 Ribosomal_S11 155.7 15-133 15-133 2.6e-50 4.9e-46
P0CX38 Ribosomal_S6e 184.2 1-126 1-126 3.9e-59 7.4e-55
P0CX35 RS4NT 66.5 3-39 3-39 4.4e-22 1.7e-18
P0CX35 S4 33.8 42-90 42-90 5.5e-12 2.1e-08
P0CX35 Ribosomal_S4e 127.7 95-169 95-169 3e-41 1.2e-37
P0CX35 KOW 26.7 177-211 177-211 9.9e-10 3.8e-06
P0CX35 40S_S4_C 91 212-259 212-259 7.6e-30 2.9e-26
Q12464 TIP49 525.9 19-362 19-362 1.4e-161 5.4e-158
Q12464 TIP49_C 91.7 367-432 367-432 6.7e-30 2.6e-26
P39743 BAR 231.4 6-247 6-247 2.5e-72 1.2e-68
P39743 SH3_1 53.3 427-474 427-474 3.3e-18 1.6e-14
P47141 Sod_Fe_C 39.4 187-259 187-259 2.9e-14 5.6e-10
P17121 RhoGAP 108.8 151-245,312-371 151-245,312-371 1.2e-35 2.3e-31
P40188 RGI1 119.9 11-159 11-159 5.9e-39 1.1e-34
P26784 Ribosomal_L13 84.8 4-111 4-111 2.6e-28 4.9e-24
P17076 Ribosomal_L7Ae 83.1 117-212 117-212 4.7e-28 9e-24
Q06103 RPN7 184.9 95-269 95-269 1.1e-58 1.1e-54
Q06103 PCI 56.7 287-392 287-392 3e-19 2.9e-15
P40470 RRT14 198.9 6-202 6-202 5.2e-63 1e-58
P47057 PX 68.5 65-153 65-153 3.5e-23 6.8e-19
P38778 Nramp 314.1 77-465 77-465 6.3e-98 1.2e-93
P39543 SOP4 308 22-227 22-227 1.5e-96 2.9e-92
P35208 Acetyltransf_1 23.8 126-237 126-237 6.8e-09 4.4e-05
P35208 zf-H2C2 61.1 351-389 351-389 1.6e-20 1e-16
Q12455 Spermine_synt_N 86.6 13-68 13-68 8.2e-29 7.9e-25
Q12455 Spermine_synth 241.5 71-263 71-263 4.6e-76 4.4e-72
Q04969 SPC25 128.4 14-170 14-170 1.2e-41 2.2e-37
P15705 TPR_8 14.6 8-38 8-38 1.9e-05 0.03
P15705 TPR_1 31.8 74-107 74-107 5.4e-11 8.6e-08
P15705 STI1 63 138-193 138-193 1.2e-20 2e-17
P15705 TPR_8 18.5 336-365 336-365 1.1e-06 0.0017
P15705 TPR_1 30.4 430-463 430-463 1.5e-10 2.4e-07
P15705 STI1 64.8 527-581 527-581 3.3e-21 5.2e-18
P37296 V_ATPase_I 1001.6 31-202,238-885 31-202,238-885 1.3e-305 2.5e-301
Q03085 adh_short 35.3 27-237 27-237 4.4e-13 8.4e-09
P25623 muHD 266.6 610-869 610-869 1.2e-83 2.3e-79
P38967 AA_permease 404.7 86-545 86-545 5.3e-125 5e-121
Q06510 Acyltransferase 48.7 48-229 48-229 3.1e-17 5.9e-13
P38811 FAT 234.4 2756-3106 2756-3106 2.4e-73 2.3e-69
P38811 PI3_PI4_kinase 214.9 3402-3676 3402-3676 1.7e-67 1.6e-63
Q08422 zf-AN1 37.9 85-129 85-129 7.9e-14 1.5e-09
P38227 MFS_1 98.7 113-299,447-635 113-299,447-635 1.8e-32 3.4e-28
P38066 GTP_cyclohydro2 190.6 35-72,136-276 35-72,136-276 7.8e-61 1.5e-56
P0CX41 Ribosomal_L14 114.9 17-137 17-137 1.1e-37 2.2e-33
P36516 dsrm 28.8 303-369 303-369 8.2e-11 1.6e-06
P23369 Mitoc_mL59 97.9 12-138 12-138 3e-32 5.7e-28
P0CX25 Ribosomal_L37ae 132.7 4-88 4-88 2.1e-43 4e-39
P0CX28 Ribosomal_L44 115.2 19-94 19-94 7.6e-38 1.5e-33
P51998 Ribosomal_L4 176.4 58-275 58-275 2.8e-56 5.3e-52
P20434 RNA_pol_Rpb5_N 101.4 6-100 6-100 3.5e-33 3.4e-29
P20434 RNA_pol_Rpb5_C 105 142-214 142-214 1.5e-34 1.5e-30
P38766 PIF1 158.2 231-447 231-447 8e-50 3.1e-46
P38711 Ribosomal_S27e 103.3 28-82 28-82 2.2e-34 4.3e-30
Q12469 PH 50.9 4-118 4-118 5.9e-17 1.9e-13
Q12469 PBD 80.9 122-180 122-180 2.1e-26 6.8e-23
Q12469 Pkinase 205.8 391-639 391-639 2.6e-64 8.3e-61
P38889 HSF_DNA-bind 105.1 87-188 87-188 2.4e-34 2.3e-30
P38889 Response_reg 92.6 379-489 379-489 1.8e-30 1.7e-26
Q12505 Pkinase 130.2 93-331 93-331 9.5e-42 9.1e-38
P39990 Ribosomal_L7Ae 96.6 18-112 18-112 2.9e-32 5.6e-28
Q12749 AAA_23 70 84-355 84-355 6.2e-23 3.9e-19
Q08457 Sld7_N 126.2 2-125 2-125 9.9e-41 9.5e-37
Q08457 Sld7_C 73.5 181-255 181-255 1.3e-24 1.2e-20
Q07351 zf-C2H2_4 21.1 304-327 304-327 2.1e-08 0.0004
P38688 SRP72 43.5 534-595 534-595 3.5e-15 3.4e-11
Q99176 Mod_r 71.1 57-202 57-202 5.5e-24 1.1e-19
P46655 tRNA-synt_1c 407.1 201-507 201-507 4.1e-126 4e-122
P46655 tRNA-synt_1c_C 130.3 509-681 509-681 7.5e-42 7.2e-38
P11747 TFIID-18kDa 125.4 9-101 9-101 3.7e-41 7.1e-37
Q12328 Tim17 123.2 42-72,105-186 42-72,105-186 3.6e-40 6.9e-36
Q08144 SNARE 60.7 280-332 280-332 5.4e-21 1e-16
P08067 UCR_TM 36.3 29-87 29-87 6e-13 5.7e-09
P08067 Rieske 41.3 97-204 97-204 1.2e-14 1.2e-10
P52488 ThiF 221 3-156,364-437 3-156,364-437 1.2e-69 1.1e-65
P52488 UBA_e1_thiolCys 24.9 244-363 244-363 1.8e-09 1.7e-05
P25610 SRP1_TIP1 89.3 25-118 25-118 7.1e-30 1.4e-25
P53191 FYVE 54.7 447-528 447-528 4.7e-19 9e-15
P39104 Pik1 78.8 122-171 122-171 2.4e-26 2.3e-22
P39104 PI3_PI4_kinase 109.1 791-1010 791-1010 3.3e-35 3.2e-31
P25362 TENA_THI-4 35.5 9-215 9-215 4.8e-13 9.3e-09
Q04636 POB3_N 96.8 3-103 3-103 1.4e-31 8.7e-28
Q04636 SSrecog 99.3 110-179 110-179 1.5e-32 9.3e-29
Q04636 Rtt106 89.4 382-474 382-474 2.4e-29 1.5e-25
P40012 NAD_binding_8 48.2 16-91 16-91 1.1e-16 1e-12
Q06494 Aldo_ket_red 143.5 15-332 15-332 3.9e-46 7.5e-42
Q03407 Pkinase 214.9 125-391 125-391 2.1e-67 1.3e-63
Q02772 Pet191_N 80.7 2-70 2-70 3.8e-27 7.3e-23
P47116 Pkinase 118.9 256-562 256-562 2.8e-38 2.7e-34
P22579 PAH 58.2 240-284 240-284 1.1e-19 6.8e-16
P22579 PAH 64.9 427-471 427-471 8.4e-22 5.4e-18
P22579 PAH 27 680-724 680-724 6e-10 3.8e-06
P22579 Sin3_corepress 143.2 749-845 749-845 3.3e-46 2.1e-42
P22579 Sin3a_C 264 1138-1410 1138-1410 3.4e-82 2.1e-78
P33419 Spc29 295.9 1-251 1-251 1.6e-92 3e-88
P40825 tRNA-synt_2c 772.6 38-617 38-617 3.3e-236 2.1e-232
P40825 tRNA_SAD 68.3 715-774 715-774 7.6e-23 4.8e-19
P40825 DHHA1 56.2 828-977 828-977 8.1e-19 5.2e-15
P38788 HSP70 255.7 5-465 5-465 7.6e-80 7.3e-76
P40528 SPX 82.1 52-304 52-304 8e-27 7.7e-23
P40528 EXS 304.3 437-789 437-789 1.3e-94 1.2e-90
P09436 tRNA-synt_1 829.8 16-641 16-641 2.5e-253 1.2e-249
P09436 Anticodon_1 89.8 693-853 693-853 3.6e-29 1.7e-25
P09436 DUF5915 94.3 869-1072 869-1072 1.5e-30 7.1e-27
P15019 TAL_FSA 338.2 26-329 26-329 2.2e-105 4.3e-101
Q12049 SAC3_GANP 49.3 179-425 179-425 2.3e-17 4.5e-13
Q08686 Rhodanese 24.7 8-130 8-130 1.4e-09 2.7e-05
Q08686 Rhodanese 29 164-293 164-293 6.8e-11 1.3e-06
P07285 Glycos_trans_3N 37.3 7-83 7-83 2e-13 1.9e-09
P07285 Glycos_transf_3 306.9 101-367 101-367 1.3e-95 1.3e-91
